Mod:Item:MetaData, Localized Name
erebus:gneiss:6, Cracked Gneiss Tiles
erebus:gneiss_vent, Gneiss Vent
erebus:hollow_log, Hollow Acacia Log
erebus:log_balsam_resinless, Balsam Wood Resinless
erebus:umber_furnace, Umber Furnace
erebus:umber_furnace_active, Umber Furnace
erebus:petrified_crafting_table, Petrified Crafting Table
erebus:bamboo_crate, Bamboo Crate
erebus:bamboo_bridge, Bamboo Bridge
erebus:bamboo_ladder, Bamboo Ladder
erebus:bamboo_nerd_pole, Bamboo Nerd Pole
erebus:bamboo_extender, Bamboo Extender
erebus:bamboo_torch, Bamboo Torch
erebus:silo_roof, Silo Roof
erebus:silo_tank:0, Silo Tank
erebus:silo_supports, Silo Supports
erebus:honey_comb, Honeycomb
erebus:umber_golem_statue, Umbergolem Statue
erebus:insect_repellent, Insect Repellent
erebus:petrified_wood_chest, Petrified Wood Chest
erebus:glowing_jar, Glowing Jar
erebus:fluid_jar, Fluid Jar
erebus:composter, Organic Composter
erebus:smoothie_maker, ErebusCo. Smoothie-matic 2000
erebus:umberstone_button, Umberstone Button
erebus:bamboo_pipe, Bamboo Fluid Pipe
erebus:bamboo_pipe_extract, Bamboo Fluid Extraction Pipe
erebus:bamboo_pipe_extract_active, Bamboo Fluid Extraction Pipe
erebus:liquifier, Honey Liquifier
erebus:glow_gem_active, Glowing Gem
erebus:glow_gem_inactive, Glowing Gem
erebus:mucus_bomb, Mucus Bomb
erebus:velocity_block, Velocity Block
erebus:lightning_speed_block, Lightning Velocity Block
erebus:altar_base, Altar Base
erebus:altar_lightning, Altar of Lightning
erebus:altar_healing, Altar of Healing
erebus:altar_xp, Altar of Experience
erebus:altar_repair, Altar of Repair
erebus:altar_offering, Offering Altar
erebus:spider_spawner, Scytodes Spawner
erebus:jumping_spider_spawner, Jumping Spider Spawner
erebus:tarantula_spawner, Tarantula Spawner
erebus:wasp_spawner, Wasp Spawner
erebus:antlion_spawner, Antlion Spawner
erebus:dragon_fly_spawner, Dragonfly Spawner
erebus:giant_lily_pad, Giant Lily Pad
erebus:zombie_ant_spawner, Zombie Ant Spawner
erebus:zombie_ant_soldier_spawner, Zombie Ant Soldier Spawner
erebus:wasp_nest, Wasp Nest
erebus:stairs_wasp_nest, Wasp Nest Stairs
erebus:antlion_egg, Antlion Egg
erebus:tarantula_egg, Tarantula Egg
erebus:capstone:0, Capstone
erebus:capstone:1, Mud Capstone
erebus:capstone:2, Iron Capstone
erebus:capstone:3, Gold Capstone
erebus:capstone:4, Jade Capstone
erebus:capstone:5, Active Mud Capstone
erebus:capstone:6, Active Iron Capstone
erebus:capstone:7, Active Gold Capstone
erebus:capstone:8, Active Jade Capstone
erebus:ant_hill_block, Ant Hill (N.Y.I.)
erebus:force_field, Force Field
erebus:force_lock, Force Lock (N.Y.I.)
erebus:block_of_bones, Block O' Bones
erebus:magma_crawler_spawner, Magma Crawler Spawner
erebus:dung_spawner_bot_fly, Botfly Spawner
erebus:dung_spawner_fly, Fly Spawner
erebus:locust_spawner, Locust Spawner
erebus:wall_umberstone, Umberstone Wall
erebus:wall_umbercobble, Umbercobble Wall
erebus:wall_umbercobble_mossy, Mossy Umbercobble Wall
erebus:wall_umbercobble_webbed, Webbed Umbercobble Wall
erebus:wall_umberstone_bricks, Umbrick Wall
erebus:wall_umbertile_smooth, Umbertile Wall
erebus:wall_umbertile_smooth_small, Small Umbertile  Wall
erebus:wall_umberpaver, Umberpaver Wall
erebus:wall_umberpaver_mossy, Mossy Umberpaver Wall
erebus:wall_umberpaver_webbed, Webbed Umberpaver Wall
erebus:wall_amber, Amber Wall
erebus:wall_amber_bricks, Amber Brick Wall
erebus:slab_umberstone, Umberstone Slab
erebus:slab_umbercobble, Umbercobble Slab
erebus:slab_umbercobble_mossy, Mossy Umbercobble Slab
erebus:slab_umbercobble_webbed, Webbed Umbercobble Slab
erebus:slab_umberstone_bricks, Umberbrick Slab
erebus:slab_umbertile_smooth, Smooth Umbertile Slab
erebus:slab_umbertile_smooth_small, Small Umbertiles Slab
erebus:slab_umberpaver, Umberpaver Slab
erebus:slab_umberpaver_mossy, Mossy Umberpaver Slab
erebus:slab_umberpaver_webbed, Webbed Umberpaver Slab
erebus:slab_amber, Amber Slab
erebus:slab_amber_bricks, Amber Brick Slab
erebus:slab_planks_petrified_wood, Petrified Wood Slab
erebus:slab_mud_bricks, Mud Brick Slab
erebus:slab_mir_bricks, Mir Brick Slab
erebus:stairs_umberstone, Umberstone Stairs
erebus:stairs_umbercobble, Umbercobble Stairs
erebus:stairs_umbercobble_mossy, Mossy Umbercobble Stairs
erebus:stairs_umbercobble_webbed, Webbed Umbercobble Stairs
erebus:stairs_umberstone_bricks, Umberbrick Stairs
erebus:stairs_umbertile_smooth, Smooth Umbertile Stairs
erebus:stairs_umbertile_smooth_small, Small Umbertiles Stairs
erebus:stairs_umberpaver, Umberpaver Stairs
erebus:stairs_umberpaver_mossy, Mossy Umberpaver Stairs
erebus:stairs_umberpaver_webbed, Webbed Umberpaver Stairs
erebus:stairs_amber, Amber Stairs
erebus:stairs_amber_bricks, Amber Brick Stairs
erebus:stairs_petrified_wood, Petrified Wood Stairs
erebus:stairs_mud_bricks, Mud Brick Stairs
erebus:stairs_mir_bricks, Mirbrick Stairs
erebus:formic_acid, Formic Acid
erebus:honey, Honey
erebus:log_baobab, Baobab Wood
erebus:sapling_baobab, Baobab Sapling
erebus:leaves_baobab, Baobab Leaves
erebus:stairs_baobab, Baobab Stairs
erebus:slab_planks_baobab, Baobab Slab
erebus:door_baobab, Baobab Door
erebus:fence_baobab, Baobab Fence
erebus:fence_gate_baobab, Baobab Fence Gate
erebus:log_eucalyptus, Eucalyptus Wood
erebus:sapling_eucalyptus, Eucalyptus Sapling
erebus:leaves_eucalyptus, Eucalyptus Leaves
erebus:stairs_eucalyptus, Eucalyptus Stairs
erebus:slab_planks_eucalyptus, Eucalyptus Slab
erebus:door_eucalyptus, Eucalyptus Door
erebus:fence_eucalyptus, Eucalyptus Fence
erebus:fence_gate_eucalyptus, Eucalyptus Fence Gate
erebus:log_mahogany, Mahogany Wood
erebus:sapling_mahogany, Mahogany Sapling
erebus:leaves_mahogany, Mahogany Leaves
erebus:stairs_mahogany, Mahogany Stairs
erebus:slab_planks_mahogany, Mahogany Slab
erebus:door_mahogany, Mahogany Door
erebus:fence_mahogany, Mahogany Fence
erebus:fence_gate_mahogany, Mahogany Fence Gate
erebus:log_mossbark, Mossbark Wood
erebus:sapling_mossbark, Mossbark Sapling
erebus:leaves_mossbark, Mossbark Leaves
erebus:stairs_mossbark, Mossbark Stairs
erebus:slab_planks_mossbark, Mossbark Slab
erebus:door_mossbark, Mossbark Door
erebus:fence_mossbark, Mossbark Fence
erebus:fence_gate_mossbark, Mossbark Fence Gate
erebus:log_asper, Asper Wood
erebus:sapling_asper, Asper Sapling
erebus:leaves_asper, Asper Leaves
erebus:stairs_asper, Asper Stairs
erebus:slab_planks_asper, Asper Slab
erebus:door_asper, Asper Door
erebus:fence_asper, Asper Fence
erebus:fence_gate_asper, Asper Fence Gate
erebus:log_cypress, Cypress Wood
erebus:sapling_cypress, Cypress Sapling
erebus:leaves_cypress, Cypress Leaves
erebus:stairs_cypress, Cypress Stairs
erebus:slab_planks_cypress, Cypress Slab
erebus:door_cypress, Cypress Door
erebus:fence_cypress, Cypress Fence
erebus:fence_gate_cypress, Cypress Fence Gate
erebus:log_balsam, Balsam Wood
erebus:sapling_balsam, Balsam Sapling
erebus:leaves_balsam, Balsam Leaves
erebus:stairs_balsam, Balsam Stairs
erebus:slab_planks_balsam, Balsam Slab
erebus:fence_balsam, Balsam Fence
erebus:fence_gate_balsam, Balsam Fence Gate
erebus:stairs_white, White Stairs
erebus:slab_planks_white, White Slab
erebus:fence_white, White Fence
erebus:fence_gate_white, White Fence Gate
erebus:log_bamboo, Colossal Bamboo
erebus:sapling_bamboo, Colossal Bamboo Shoot
erebus:stairs_bamboo, Bamboo Stairs
erebus:slab_planks_bamboo, Bamboo Slab
erebus:fence_bamboo, Bamboo Fence
erebus:fence_gate_bamboo, Bamboo Fence Gate
erebus:log_rotten, Rotten Wood
erebus:stairs_rotten, Rotten Stairs
erebus:slab_planks_rotten, Rotten Slab
erebus:door_rotten, Rotten Door
erebus:fence_rotten, Rotten Fence
erebus:fence_gate_rotten, Rotten Fence Gate
erebus:log_marshwood, Marshwood Wood
erebus:sapling_marshwood, Marshwood Sapling
erebus:leaves_marshwood, Marshwood Leaves
erebus:stairs_marshwood, Marshwood Stairs
erebus:slab_planks_marshwood, Marshwood Slab
erebus:door_marshwood, Marshwood Door
erebus:fence_marshwood, Marshwood Fence
erebus:fence_gate_marshwood, Marshwood Fence Gate
erebus:log_scorched, Scorched Wood
erebus:stairs_scorched, Scorched Stairs
erebus:slab_planks_scorched, Scorched Slab
erebus:door_scorched, Scorched Door
erebus:fence_scorched, Scorched Fence
erebus:fence_gate_scorched, Scorched Fence Gate
erebus:stairs_varnished, Varnished Stairs
erebus:slab_planks_varnished, Varnished Slab
erebus:fence_varnished, Varnished Fence
erebus:fence_gate_varnished, Varnished Fence Gate
evilcraft:block_blood:0, Blood
evilcraft:dark_ore:0, Dark Ore
evilcraft:dark_block, Dark Block
evilcraft:blood_stained_block, Blood Stained Block
evilcraft:lightning_bomb:0, Lightning Bomb
evilcraft:blood_infuser, Blood Infuser
evilcraft:bloody_cobblestone, Bloody Cobblestone
evilcraft:nether_monster_block:0, Nether Monster Egg
evilcraft:nether_monster_block:1, Nether Monster Egg
evilcraft:nether_monster_block:2, Nether Monster Egg
evilcraft:hardened_blood, Hardened Blood
evilcraft:obscured_glass, Obscured Glass
evilcraft:blood_chest, Blood Chest
evilcraft:environmental_accumulator, Environmental Accumulator
evilcraft:undead_leaves:0, Undead Leaves
evilcraft:undead_log:0, Undead Log
evilcraft:undead_sapling:0, Undead Sapling
evilcraft:undead_plank, Undead Plank
evilcraft:block_poison:0, Poison
evilcraft:invisible_redstone_block, Invisible Redstone Block
evilcraft:purifier:0, Purifier
evilcraft:dark_brick, Dark Brick
evilcraft:dark_blood_brick:0, Dark Blood Brick
evilcraft:spirit_furnace, Spirit Furnace
evilcraft:dark_tank, Dark Tank
evilcraft:sanguinary_pedestal:0, Sanguinary Pedestal
evilcraft:sanguinary_pedestal:1, Sanguinary Pedestal
evilcraft:spiked_plate:0, Spiked Plate
evilcraft:spirit_reanimator, Spirit Reanimator
evilcraft:entangled_chalice, Entangled Chalice
evilcraft:dark_power_gem_block, Dark Power Gem Block
evilcraft:gem_stone_torch:0, Gemstone Torch
evilcraft:eternal_water_block, Eternal Water Block
evilcraft:blood_waxed_coal_block, Block of Blood-Waxed Coal
evilcraft:spirit_portal, Spirit Portal
evilcraft:colossal_blood_chest, Colossal Blood Chest
evilcraft:reinforced_undead_plank:0, Reinforced Undead Plank
evilcraft:sanguinary_environmental_accumulator:0, Sanguinary Environmental Acc.
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:undead_plank_stairs:0, Undead Plank Stairs
evilcraft:reinforced_undead_plank_stairs:0, Reinforced Undead Plank Stairs
evilcraft:dark_brick_stairs:0, Dark Brick Stairs
evilcraft:dark_blood_brick_stairs:0, Dark Blood Brick Stairs
evilcraft:werewolf_bone, Werewolf Bone
evilcraft:werewolf_flesh:0, Werewolf Flesh
evilcraft:werewolf_flesh:1, Humanoid Flesh
evilcraft:lightning_grenade, Lightning Grenade
evilcraft:redstone_grenade, Redstone Grenade
evilcraft:blood_extractor, Blood Extractor
evilcraft:dark_gem, Dark Gem
evilcraft:dark_stick, Dark Stick
evilcraft:weather_container:0, Weather Container
evilcraft:weather_container:1, Weather Container
evilcraft:weather_container:2, Weather Container
evilcraft:weather_container:3, Weather Container
evilcraft:blood_pearl_of_teleportation, Blood Pearl of Teleportation
evilcraft:broom, Broom
evilcraft:hardened_blood_shard, Hardened Blood Shard
evilcraft:dark_power_gem, Dark Power Gem
evilcraft:blood_infusion_core, Blood Infusion Core
evilcraft:poison_sac, Poison Sac
evilcraft:werewolf_fur, Werewolf Fur
evilcraft:blook, Blook
evilcraft:potentia_sphere, Potentia Sphere
evilcraft:inverted_potentia:0, Inverted Potentia
evilcraft:inverted_potentia:1, Inverted Potentia
evilcraft:mace_of_distortion, Mace of Distortion
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:vengeance_ring, Vengeance Ring
evilcraft:vengeance_focus:0, Vengeance Focus
evilcraft:vengeance_pickaxe, Vengeance Pickaxe
evilcraft:burning_gem_stone, Burning Gem_stone
evilcraft:dark_gem_crushed, Crushed Dark Gem
evilcraft:vein_sword, Vein Sword
evilcraft:creative_blood_drop, Creative Blood Drop
evilcraft:dark_spike, Spike
evilcraft:exalted_crafter:0, Exalted Crafter
evilcraft:exalted_crafter:1, Wooden Exalted Crafter
evilcraft:exalted_crafter:2, Exalted Crafter
evilcraft:exalted_crafter:3, Wooden Exalted Crafter
evilcraft:necromancer_staff, Necromancer Staff
evilcraft:invigorating_pendant, Invigorating Pendant
evilcraft:corrupted_tear, Corrupted Tear
evilcraft:promise:0, Promise of Tenacity I
evilcraft:promise:1, Promise of Tenacity II
evilcraft:promise:2, Promise of Tenacity III
evilcraft:promise:3, Promise of Velocity
evilcraft:promise:4, Promise of Productivity
evilcraft:promise_acceptor:0, Iron Promise Acceptor
evilcraft:promise_acceptor:1, Gold Promise Acceptor
evilcraft:promise_acceptor:2, Diamond Promise Acceptor
evilcraft:bowl_of_promises:0, Filled Bowl of Empty Promises
evilcraft:bowl_of_promises:1, Bowl of Empty Promises
evilcraft:bowl_of_promises:2, Bowl of Promises
evilcraft:bowl_of_promises:3, Bowl of Promises
evilcraft:bowl_of_promises:4, Bowl of Promises
evilcraft:bowl_of_promises:5, Bowl of Promises
evilcraft:dull_dust, Dull Dust
evilcraft:blood_waxed_coal, Blood-Waxed Coal
evilcraft:ender_tear, Ender Tear
evilcraft:blood_potash, Blood Potash
evilcraft:bucket_eternal_water, Eternal Water Bucket
evilcraft:blood_orb:0, Empty Orb
evilcraft:blood_orb:1, Blood Orb
evilcraft:sceptre_of_thunder, Sceptre of Thunder
evilcraft:origins_of_darkness, Origins of Darkness
evilcraft:darkened_apple, Darkened Apple
evilcraft:effortless_ring, Effortless Ring
evilcraft:condensed_blood, Condensed Blood
evilcraft:rejuvenated_flesh, Rejuvenated Flesh
evilcraft:primed_pendant, Primed Pendant
evilcraft:golden_string, Golden String
evilcraft:biome_extract:0, Biome Extract Bottle
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
